id,value
id_0,4.331144302938659
id_1,16.56658491477401
id_2,23.68919940135558
id_3,6.6748875718053675
id_4,26.765512873985497
id_5,21.955488262682113
id_6,23.230927669267572
id_7,29.814159775160775
id_8,16.155531721987114
id_9,60.00804258537401
id_10,13.882434283123109
id_11,9.990595667899516
id_12,64.76155200304947
id_13,53.15790126534367
id_14,24.130124746419167
id_15,12.302043724040683
id_16,30.612503784830654
id_17,68.33658443571404
id_18,-0.3880156717072801
id_19,18.22941383634956
id_20,42.41243718821141
id_21,69.63282820761913
id_22,10.553328448788532
id_23,18.777685385577485
id_24,14.729163044979625
id_25,39.916273844538736
id_26,15.331399502372793
id_27,70.82752069456836
id_28,7.432128908010521
id_29,54.97488551651716
id_30,22.14083077828346
id_31,7.775127472638792
id_32,2.5535749537817067
id_33,19.829427199524197
id_34,28.055399202784933
id_35,39.178357002532465
id_36,42.78559318824191
id_37,29.31387026770342
id_38,45.25963073682168
id_39,34.96936883861795
id_40,8.377232937157228
id_41,38.51562112176687
id_42,31.108237114329505
id_43,49.8053180398759
id_44,16.170294822536786
id_45,37.889581029154265
id_46,25.522804296874437
id_47,10.324495663120365
id_48,25.30299467908803
id_49,33.63111336975942
id_50,20.737306526237393
id_51,9.286539474997694
id_52,19.38648953596409
id_53,54.132270271446465
id_54,16.664218767176994
id_55,34.95336352479961
id_56,33.853341588765346
id_57,21.887967570534748
id_58,57.9325220568949
id_59,20.40189195919622
id_60,12.787654757135293
id_61,43.01988119548283
id_62,12.411127976408286
id_63,49.323837768576695
id_64,14.161524982698454
id_65,15.03119339515373
id_66,11.751168657491927
id_67,-0.08347383126665076
id_68,42.895789788264324
id_69,32.46979429696857
id_70,21.453722087833782
id_71,40.39185500775868
id_72,56.62573268405907
id_73,6.72509596836845
id_74,18.33089194257493
id_75,7.314043885720758
id_76,36.936275419187886
id_77,14.512083213680912
id_78,23.577715362479076
id_79,21.16280094311072
id_80,23.385045966119865
id_81,37.531428414921585
id_82,22.451651081956864
id_83,92.62810964350248
id_84,35.928737041369494
id_85,26.489417826023814
id_86,23.272540774170594
id_87,33.534644555583974
id_88,24.89012557398282
id_89,21.275495740134648
id_90,30.7546867321554
id_91,42.62819081350833
id_92,3.783987435362455
id_93,36.94876748601596
id_94,46.489743280190524
id_95,16.57828032148775
id_96,32.32519148320362
id_97,13.082223317278089
id_98,24.415120158943218
id_99,3.53523063637625
id_100,19.830233275792605
id_101,28.83530148977619
id_102,14.183267892567734
id_103,16.4869393386666
id_104,21.90263201979891
id_105,39.57788214886184
id_106,28.999075844427782
id_107,7.931049379083632
id_108,7.561270342165906
id_109,78.56094930851363
id_110,46.9699274288937
id_111,15.629185734449706
id_112,27.708723687236123
id_113,16.20456233391605
id_114,14.495338082293967
id_115,25.162713486627794
id_116,25.504709078814976
id_117,9.207129606283434
id_118,16.26025328014625
id_119,18.67649468463919
id_120,81.60086419452772
id_121,26.21148457606603
id_122,36.77774820905103
id_123,25.289162767907253
id_124,8.111242093742707
id_125,40.282839447776865
id_126,9.391562554233134
id_127,21.255360014279006
id_128,28.109255461804008
id_129,64.7513797634113
id_130,21.697233184290024
id_131,22.32011473564581
id_132,60.21391860764514
id_133,15.504016575803766
id_134,14.875502651616689
id_135,1.4055455445077165
id_136,11.817443982637817
id_137,60.506248467056956
id_138,18.66298877201587
id_139,6.7935897982295765
id_140,26.90701728813341
id_141,24.92698343937726
id_142,45.86211313850368
id_143,29.972403407899442
id_144,17.77172063135216
id_145,26.06835112516457
id_146,10.826305390285667
id_147,52.409811887806775
id_148,21.37527781734781
id_149,39.179610476441496
id_150,9.731918762649446
id_151,8.504208737386802
id_152,22.90463716810278
id_153,7.703900523249481
id_154,18.379555736845003
id_155,42.230226858432076
id_156,7.394465187971088
id_157,36.28130100165066
id_158,8.269407034629905
id_159,18.2158350912733
id_160,41.75070610437419
id_161,18.70620350223626
id_162,10.818880379769245
id_163,8.560935861899752
id_164,48.942753962719735
id_165,29.884631700084828
id_166,0.20894211590695744
id_167,14.3257154535304
id_168,63.4903115432514
id_169,13.36734345277458
id_170,65.66485137681799
id_171,39.430753187226024
id_172,25.061956250792505
id_173,20.859381830862542
id_174,57.6780666256131
id_175,25.953043428229126
id_176,21.36797561492698
id_177,37.642973773594484
id_178,13.095087278570391
id_179,31.280407542579162
id_180,16.545680133868814
id_181,12.009895607790233
id_182,56.04421260962425
id_183,47.47881889149234
id_184,16.670951497063196
id_185,36.12683963254609
id_186,26.666750699109503
id_187,68.24230861850413
id_188,9.74693393160086
id_189,57.20562885236834
id_190,37.425606663447866
id_191,17.470091653018454
id_192,31.228141917771918
id_193,1.071587208906812
id_194,19.4769649277256
id_195,2.658237861057064
id_196,33.95605582609897
id_197,11.60331002474473
id_198,20.096773241362904
id_199,61.32396486138738
id_200,24.01557142280474
id_201,23.303671734209303
id_202,64.70683711191757
id_203,11.953463921689664
id_204,9.776499927096998
id_205,11.28357254058386
id_206,8.143325364559598
id_207,1.7863771008744185
id_208,125.52545811951843
id_209,20.58505862352412
id_210,16.241581078844007
id_211,13.303845137666212
id_212,37.26728716121859
id_213,36.93104997098935
id_214,20.78768414008582
id_215,35.93690435175449
id_216,75.05551711796369
id_217,0.7213788414512962
id_218,11.54762381210083
id_219,31.928094120167362
id_220,15.859723816631776
id_221,12.67355550334092
id_222,110.51515704534964
id_223,11.214414089164984
id_224,16.715315092973515
id_225,61.94513907440077
id_226,15.648550688556877
id_227,19.182260200003192
id_228,10.887595649926977
id_229,4.361872398476326
id_230,45.99400360157504
id_231,12.941048672719521
id_232,53.785752882578755
id_233,41.86077585394914
id_234,24.691865983065654
id_235,41.276707946504935
id_236,68.41306986751225
id_237,42.212395930917694
id_238,13.001892173629058
id_239,17.071150419358023
